instance_id,method,makespan,runtime_seconds,inference_seconds,feasible,family,training_seed,gap_to_bc_percent
HU_E_la21,PHASE5B_DOWNSTREAM_PPO,2705.0,9.577631785010453,7.621090763597749,True,Hurink E,520101,-4.213881019830028
HU_E_la21,PHASE5B_DOWNSTREAM_PPO,2802.0,9.706789406016469,7.68612404706073,True,Hurink E,520102,-0.7790368271954674
HU_E_la21,PHASE5B_DOWNSTREAM_PPO,2772.0,9.61401207500603,7.64583785526338,True,Hurink E,520103,-1.841359773371105
HU_E_la22,BC_GREEDY,2677.0,4.711663524998585,2.707788739033276,True,Hurink E,BC,0.0
HU_E_la22,H1,2693.0,0.18188205701881088,0.18188205701881088,True,Hurink E,NA,0.597683974598431
HU_E_la22,H2,2691.0,0.06240746099501848,0.06240746099501848,True,Hurink E,NA,0.5229734777736272
HU_E_la22,PHASE5B_DOWNSTREAM_PPO,2705.0,9.475053288013441,7.559838970890269,True,Hurink E,520101,1.0459469555472545
HU_E_la22,PHASE5B_DOWNSTREAM_PPO,2709.0,9.539650413993513,7.5672991205065046,True,Hurink E,520102,1.195367949196862
HU_E_la22,PHASE5B_DOWNSTREAM_PPO,2760.0,9.416202904016245,7.478848489176016,True,Hurink E,520103,3.1004856182293614
HU_E_la23,BC_GREEDY,2756.0,4.591793509025592,2.6938679321610834,True,Hurink E,BC,0.0
HU_E_la23,H1,2786.0,0.17405208299169317,0.17405208299169317,True,Hurink E,NA,1.0885341074020318
HU_E_la23,H2,2680.0,0.059080117993289605,0.059080117993289605,True,Hurink E,NA,-2.7576197387518144
HU_E_la23,PHASE5B_DOWNSTREAM_PPO,2683.0,9.643132218974642,7.700763933506096,True,Hurink E,520101,-2.648766328011611
HU_E_la23,PHASE5B_DOWNSTREAM_PPO,2668.0,9.650106625980698,7.696865253150463,True,Hurink E,520102,-3.193033381712627
HU_E_la23,PHASE5B_DOWNSTREAM_PPO,2698.0,9.43107596700429,7.559444972284837,True,Hurink E,520103,-2.1044992743105952
HU_E_la24,BC_GREEDY,2495.0,4.646392676018877,2.710255518933991,True,Hurink E,BC,0.0
HU_E_la24,H1,2554.0,0.18435894799767993,0.18435894799767993,True,Hurink E,NA,2.364729458917836
HU_E_la24,H2,2484.0,0.0629597169754561,0.0629597169754561,True,Hurink E,NA,-0.4408817635270541
HU_E_la24,PHASE5B_DOWNSTREAM_PPO,2509.0,9.573850624990882,7.681849980959669,True,Hurink E,520101,0.561122244488978
HU_E_la24,PHASE5B_DOWNSTREAM_PPO,2507.0,9.621346539992373,7.698794724070467,True,Hurink E,520102,0.48096192384769537
HU_E_la24,PHASE5B_DOWNSTREAM_PPO,2507.0,9.621984230994713,7.671750285953749,True,Hurink E,520103,0.48096192384769537
HU_E_la25,BC_GREEDY,2794.0,4.804493517993251,2.7563702711777296,True,Hurink E,BC,0.0
HU_E_la25,H1,1974.0,0.20561862000613473,0.20561862000613473,True,Hurink E,NA,-29.348604151753758
HU_E_la25,H2,2821.0,0.06124410600750707,0.06124410600750707,True,Hurink E,NA,0.9663564781675018
HU_E_la25,PHASE5B_DOWNSTREAM_PPO,2118.0,9.55766873099492,7.609162015694892,True,Hurink E,520101,-24.194702934860416
HU_E_la25,PHASE5B_DOWNSTREAM_PPO,2640.0,9.50119543497567,7.5262076440267265,True,Hurink E,520102,-5.511811023622047
HU_E_la25,PHASE5B_DOWNSTREAM_PPO,2779.0,9.60216997700627,7.633827392302919,True,Hurink E,520103,-0.5368647100930566
HU_E_la26,BC_GREEDY,3678.0,7.833810921001714,4.161952066991944,True,Hurink E,BC,0.0
HU_E_la26,H1,3643.0,0.3729810049990192,0.3729810049990192,True,Hurink E,NA,-0.9516041326808048
HU_E_la26,H2,3640.0,0.09895529798814096,0.09895529798814096,True,Hurink E,NA,-1.0331702011963024
HU_E_la26,PHASE5B_DOWNSTREAM_PPO,3681.0,15.1580922419962,11.616660803148989,True,Hurink E,520101,0.08156606851549755
HU_E_la26,PHASE5B_DOWNSTREAM_PPO,3584.0,15.161057416000403,11.58014152519172,True,Hurink E,520102,-2.55573681348559
HU_E_la26,PHASE5B_DOWNSTREAM_PPO,3604.0,15.448648539982969,11.689980734459823,True,Hurink E,520103,-2.011963023382273
